BusinessName,Address,CITY,State,ZIP,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,Latitude,Longitude,Neighbourhood
Sushi Kappo,84 Peterborough,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,6/26/17 11:32,42.343077,-71.09911,Fenway
SUSHI TIME,417 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.35583,-71.0604,Downtown
Sushi Today,1562 Tremont,Mission Hill,MA,2120,Active,FS,Eating & Drinking,6/15/18 9:10,42.33293,-71.1017,Mission Hill
Suya Joint,185 Dudley,Roxbury,MA,2119,Active,FS,Eating & Drinking,4/9/15 11:38,42.32832,-71.08196,Dorchester
Sweet Boba,9 William C Kelly,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,7/19/19 10:56,42.37451,-71.038828,East Boston
Sweet Cheeks,144 Brookline,Boston,MA,2215,Active,FS,Eating & Drinking,8/12/11 13:21,42.34439,-71.101137,Fenway
Sweet Cheeks/Fool's Errand,144 Brookline,Boston,MA,2215,Active,FS,Eating & Drinking,1/22/18 10:28,42.34439,-71.101137,Fenway
Sweet Kingdom,145 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,8/6/18 15:15,42.35206,-71.13211,Allston
Sweet Kingdom,15 Beach,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,3/11/15 14:10,42.351365,-71.062281,Chinatown
Sweet Life Bakery and Cafe,2243 Dorchester,Dorchester,MA,2124,Active,FS,Eating & Drinking,9/7/12 8:57,42.273782,-71.06785,Mattapan
Sweet Rice,187 Main,Charlestown,MA,2129,Active,FS,Eating & Drinking,3/8/16 15:04,0,0,Charlestown
Sweet Rice,695 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,3/20/19 13:13,42.31179,-71.11453,Jamaica Plain
Sweet Sip,285 Adams,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/14/16 15:02,0,0,Dorchester
Sweet Waffles & Boba,18 Hudson,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,8/13/18 9:49,42.35052,-71.059999,Chinatown
Sweetgreen,132 Brookline,Boston,MA,2215,Active,FS,Eating & Drinking,12/23/15 10:21,0,0,Fenway
Sweetgreen,15 School,Boston,MA,2108,Active,FS,Eating & Drinking,12/1/15 15:00,42.357648,-71.058776,Downtown
Sweetgreen,225 Franklin,Boston,MA,2110,Active,FS,Eating & Drinking,5/2/17 10:36,42.356135,-71.054068,Downtown
Sweetgreen,23 Northern,Boston,MA,2210,Active,FS,Eating & Drinking,5/2/17 10:37,0,0,South Boston Waterfront
Sweetgreen,350 Harrison,Roxbury,MA,2118,Active,FS,Eating & Drinking,3/10/16 10:57,0,0,Roxbury
Sweetgreen,364 Congress,Boston,MA,2210,Active,FS,Eating & Drinking,11/8/13 12:25,42.35022,-71.04786,South Boston Waterfront
Sweetgreen,60 State,Boston,MA,2109,Active,FS,Eating & Drinking,3/1/17 10:27,42.35927,-71.05643,Downtown
Sweetgreen,659 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,1/24/13 9:16,42.35002,-71.07865,Back Bay
Sweetgreen,800 Boylston,Boston,MA,2199,Active,FT,Eating & Drinking w/ Take Out,6/24/15 12:48,42.347296,-71.081457,Back Bay
Sweetgreen,87 Summer,Boston,MA,2110,Active,FS,Eating & Drinking,1/19/16 14:53,42.353848,-71.058561,Downtown
Swiss Bakers,168 Western,Allston,MA,2134,Active,FS,Eating & Drinking,2/25/20 12:56,42.36301,-71.12851,Allston
SYMPHONY SUSHI,45 Gainsborough,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:35,42.341989,-71.087081,Fenway
T D Garden Banner Restaurant,100 Legends,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,West End
T D Garden Executive Suites Kitchen,100 Legends,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,West End
T D Garden Legends Club,100 Legends,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,West End
T D Garden Premium Club,100 Legends,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,West End
Table/Table Mercato,445 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,7/25/18 10:26,0,0,North End
Taco Bell,74 Summer,Boston,MA,2110,Active,FS,Eating & Drinking,9/6/19 11:56,42.354093,-71.058259,Downtown
Taco Bell # 29265,1560 VFW,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,4/18/13 7:47,42.266743,-71.16857,West Roxbury
TACO MEX,65 Maverick,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.369685,-71.038659,East Boston
TAIWAN CAFE,34 Oxford,Boston,MA,2111,Active,FS,Eating & Drinking,5/10/12 12:42,42.351466,-71.060209,Chinatown
Taiyaki NYC,121 Seaport,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,12/11/18 13:24,0,0,South Boston Waterfront
TALK AND WOK CAFE,1277 River,Hyde Park,MA,2136,Active,FS,Eating & Drinking,12/5/19 14:55,42.255952,-71.124289,Hyde Park
Tall Ship Restaurant,   , ,MA, ,Active,FS,Eating & Drinking,6/11/21 12:51,0,0, 
Tall Ship Restaurant- #1,   , ,MA, ,Active,FT,Eating & Drinking w/ Take Out,6/11/21 12:53,0,0, 
Tall Ship Restaurant #2,   , ,MA, ,Active,FT,Eating & Drinking w/ Take Out,6/28/21 12:45,0,0, 
Tall Ship Restaurant- #5,   , ,MA, ,Active,FT,Eating & Drinking w/ Take Out,6/11/21 12:55,0,0, 
Tall Ship Restaurant- #7,   , ,MA, ,Active,FT,Eating & Drinking w/ Take Out,6/11/21 12:56,0,0, 
Taqueria,2297 Dorchester,Dorchester,MA,2124,Active,FS,Eating & Drinking,2/9/17 10:54,42.27236,-71.06824,Mattapan
Taqueria El Barrio,201 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,7/16/21 9:09,42.344649,-71.102201,Fenway
TAQUERIA EL CARRIZAL,248 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,3/21/07 13:56,42.35325,-71.13665,Allston
TAQUERIA JALISCO,291 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.37871,-71.02818,East Boston
Taqueria y Pupuseria Cancun,88 Chelsea,Boston,MA,2128,Active,FS,Eating & Drinking,12/17/19 10:58,0,0,East Boston
Tarboosh Pizza & Grill,2 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,10/9/13 13:28,42.351954,-71.126177,Allston
Target Pizza,5200 Washington,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2/14/19 9:51,42.26113,-71.15683,West Roxbury
Target Store T-1898,7 ALLSTATE,DORCHESTER,MA,2125,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,DORCHESTER
TASCA RESTAURANT,1612 Commonwealth,Brighton,MA,2135,Active,FS,Eating & Drinking,11/19/18 10:35,42.343328,-71.14265,Brighton
Taste of Eden,38 Norfolk,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,4/4/07 15:17,42.289223,-71.07283,Dorchester
TASTE OF INDIA,1111 DORCHESTER ,DORCHESTER,MA,2125,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,DORCHESTER
Tasty BBQ,417 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,10/23/15 11:22,42.35583,-71.0604,Downtown
Tasty Burger,1 Nashua,Boston,MA,2114,Active,FS,Eating & Drinking,4/27/17 14:34,0,0,West End
Tasty Burger,1301 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,7/16/10 10:28,42.344744,-71.098289,Fenway
Tasty Burger 6,48 Winter,Boston,MA,2108,Active,FS,Eating & Drinking,9/20/19 13:09,42.355863,-71.061898,Downtown
Tasty Burger Back Bay,145 Dartmouth,Boston,MA,2116,Active,FS,Eating & Drinking,1/5/15 10:23,42.34738,-71.07484,Back Bay
Tasty Pot,194 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,7/23/18 13:19,0,0,Allston
Tatte Bakery & Cafe,125 Summer,Boston,MA,2110,Active,FS,Eating & Drinking,7/24/18 14:10,0,0,Downtown
Tatte Bakery & Cafe,1350 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,5/18/17 10:08,42.34381,-71.09952,Fenway
Tatte Bakery & Cafe,160 Massachusetts,Boston,MA,2118,Active,FS,Eating & Drinking,3/26/19 13:09,0,0,South End
Tatte Bakery & Cafe,200 Pier 4,Boston,MA,2210,Active,FS,Eating & Drinking,2/13/18 13:07,0,0,South Boston Waterfront
Tatte Bakery & Cafe,201 Washington,BOSTON,MA,2108,Active,FS,Eating & Drinking,2/6/19 11:06,0,0,Beacon Hill
Tatte Bakery & Cafe,345 Harrison,Roxbury,MA,2118,Active,FS,Eating & Drinking,5/23/19 10:45,42.34518,-71.06448,South End
Tatte Bakery & Cafe,359 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,4/19/18 12:53,42.340302,-71.090331,Roxbury
Tatte Bakery & Cafe,399 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,8/28/17 12:43,42.35179,-71.07209,Back Bay
Tatte Bakery & Cafe,40 Warren,Boston,MA,2129,Active,FS,Eating & Drinking,11/22/19 13:18,0,0,Charlestown
Tatte Bakery & Cafe,70 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,9/22/14 13:13,42.35788,-71.0706,Beacon Hill
Tatte Bakery & Cafe,80 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,12/6/19 8:30,42.352225,-71.064909,Downtown
Tavern Club,4 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:33,42.351901,-71.066169,Downtown
Tavern In The Square,161 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,7/8/10 9:21,42.353257,-71.132449,Allston
Tavern In The Square Restaurant (North Station),96 Beverly,Boston,MA,2114,Active,FS,Eating & Drinking,10/23/13 10:59,0,0,West End
Tavern In The Square Restaurant (So. Station),640 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,10/23/13 10:21,42.350021,-71.055941,Downtown
Tavern of Tales,1478 Tremont,Mission Hill,MA,2120,Active,FS,Eating & Drinking,11/22/19 14:58,0,0,Mission Hill
TAVITAS SOUTH STATION,640 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,12/18/14 11:03,42.350021,-71.055941,Downtown
Tavolo,1917 DORCHESTER,DORCHESTER,MA,2124,Active,FS,Eating & Drinking,10/22/07 12:18,0,0,DORCHESTER
Tawakal Halal Cafe,389 Maverick,East Boston,MA,2128,Active,FS,Eating & Drinking,7/6/18 13:38,42.3657,-71.02905,East Boston
Taxipool Cafeteria,56 Harborside,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,11/14/18 11:36,0,0,East Boston
TB12 Performance & Recovery Center,699 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/15/19 12:49,0,0,Back Bay
TBaar,32 Kneeland,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,4/8/19 9:54,0,0,Downtown
TBaar,754 Huntington,Mission Hill,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2/25/20 15:13,42.333487,-71.105724,Mission Hill
TD Garden - 19 Pantry (Concession) #SW905,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/13/19 10:31,0,0,West End
TD Garden L3 Dining Lounge #SE-328,100 Legends,Boston,MA,2114,Active,FS,Eating & Drinking,7/12/19 8:05,0,0,West End
TD Garden L3 Pantry Rm. #SE-325,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,7/12/19 7:52,0,0,West End
TD Garden L5 Bar Room #SE-524,100 Legends,Boston,MA,2114,Active,FS,Eating & Drinking,5/13/19 10:57,0,0,West End
TD Garden L5 Gelato Cafe #SE-525,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/13/19 11:03,0,0,West End
TD Garden L9 Bar room  #NE-918,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/13/19 11:15,0,0,West End
TD Garden L9 Bar Room #SW-909,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/13/19 10:44,0,0,West End
TD Garden L9 Concession #SE-905,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/13/19 10:33,0,0,West End
TD Garden L9 Concession #SW-914,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/13/19 10:34,0,0,West End
TD Garden Lev 4 Bar Room SW-417,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,11/16/18 14:25,0,0,West End
TD Garden Lev 4 Concession SW-418,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,11/16/18 14:25,0,0,West End
TD Garden Lev 5 Bar Room So. Club SW-523,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,11/16/18 14:25,0,0,West End
TD Garden Lev 5 Kitchen SW-524,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,11/16/18 14:25,0,0,West End
TD Garden Lev 7 Bar Room SW-720,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,11/16/18 14:24,0,0,West End
TD Garden Lev 7 Concession SW-721,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,11/16/18 14:25,0,0,West End
TD Garden Lev 8 Bar Room SW-809,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,11/16/18 14:25,0,0,West End
Tea Do/ Ice Age,8 Tyler,Boston,MA,2111,Active,FS,Eating & Drinking,6/12/13 9:35,42.35103,-71.06043,Chinatown
Teamoji,3 Beacon,Allston,MA,2134,Active,FS,Eating & Drinking,12/16/19 8:06,0,0,Allston
TEATRO,177 Tremont,Boston,MA,2111,Active,FS,Eating & Drinking,12/7/06 13:35,42.353,-71.06405,Downtown
Temazcal,300 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,4/8/19 10:25,0,0,East Boston
Temazcal Cantina,250 Northern,South Boston,MA,2210,Active,FS,Eating & Drinking,8/10/16 10:02,0,0,South Boston
Ten One Tea House,279 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/12/17 14:20,42.34938,-71.084014,Back Bay
Ten Second Noodles,417 Cambridge,Allston,MA,2134,Active,FS,Eating & Drinking,7/17/20 11:34,42.355123,-71.134062,Allston
Ten Second Noodles,60 Beach,Boston,MA,2111,Active,FS,Eating & Drinking,4/30/21 9:31,0,0,Downtown
TEN TABLES,597 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,12/7/06 13:35,42.3149,-71.11427,Jamaica Plain
Tenderonis,100 High,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,10/17/19 14:19,42.354448,-71.05536,Downtown
Tenoch Mexican,3 Lewis,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,10/31/13 8:52,42.36328,-71.05188,Downtown
Teriyaki House,32 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.342726,-71.056371,South Boston
Terra Restaurant,800 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,3/16/16 11:01,42.347296,-71.081457,Back Bay
Terrace Cafe,100 Guest,Brighton,MA,2135,Active,FS,Eating & Drinking,8/3/15 11:21,42.357446,-71.144675,Brighton
TERRAMIA RISTORANTE,98 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:35,42.36406,-71.05574,Downtown
Test Kitchen,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,5/31/19 8:56,0,0,Fenway
Tezcanlar  Inc,150 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,8/9/19 15:19,0,0,Fenway
TGI Fridays,1622 Tremont,Boston,MA,2120,Active,FS,Eating & Drinking,10/5/20 10:42,0,0,Roxbury
THAI BASIL,132 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:35,42.35092,-71.07668,Back Bay
THAI DISH RESTAURANT,270 Babcock,Boston,MA,2215,Active,FS,Eating & Drinking,12/29/15 8:38,42.352661,-71.121837,Allston
Thai North Restaurant,433 Faneuil,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,3/8/13 13:21,42.351226,-71.168461,Brighton
Thai Place Restaurant,184 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,11/10/11 13:50,42.352986,-71.13372,Allston
Thai Spice,1745 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,1/15/13 14:57,42.287454,-71.150249,West Roxbury
Thaitation,129 Jersey,Boston,MA,2215,Active,FS,Eating & Drinking,1/21/09 15:51,42.342326,-71.096951,Fenway
The Alley Bar,275 Washington,Boston,MA,2108,Active,FS,Eating & Drinking,12/11/13 15:37,42.357825,-71.058248,Downtown
The Anchor,36 First,Charlestown,MA,2129,Active,FS,Eating & Drinking,7/7/20 10:38,42.374932,-71.054147,Charlestown
The Atrium Cafe@Brigham & Womens Faulkner Hosp.,1153 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,7/24/07 10:56,0,0,Jamaica Plain
The Avenue Bar & Grill,1249 Commonwealth,Allston,MA,2134,Active,FS,Eating & Drinking,6/29/12 9:24,42.35021,-71.13215,Allston
The Avenue Grille,856 Dorchester,Dorchester,MA,2127,Active,FT,Eating & Drinking w/ Take Out,10/24/18 11:09,42.321542,-71.056589,Dorchester
The Backstage Cafe @Emerson,2 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,6/5/18 14:57,42.352045,-71.066135,Downtown
The Bacon Truck,50 Terminal,Boston,MA,2129,Active,FS,Eating & Drinking,3/16/18 9:23,0,0,Charlestown
The Bagel Table,80 Guest,Brighton,MA,2135,Active,FS,Eating & Drinking,7/24/19 11:43,0,0,Brighton
The Banks Fish House,406 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,4/26/21 9:30,0,0,Back Bay
THE BANSHEE,934 DORCHESTER ,DORCHESTER,MA,2125,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,DORCHESTER
THE BARKING CRAB,88 Sleeper,Boston,MA,2210,Active,FS,Eating & Drinking,12/7/06 13:34,42.353895,-71.048576,Downtown
The Baupost Group/Cafe Services,10 ST JAMES,BOSTON,MA,2116,Active,FS,Eating & Drinking,4/17/14 14:40,0,0,Back Bay
The Bebop,1116 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,12/8/16 15:19,0,0,Fenway
The Beehive,537 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,5/11/07 14:50,42.344699,-71.071387,Back Bay
THE BELVEDERE CONDOMINIUM,100 Belvidere,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:35,42.346039,-71.082237,Back Bay
The Berry Twist,200 FANEUIL HALL MARKET,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,1/6/09 9:44,0,0,Downtown
The Best Sausage Co.  Inc.,78 BROOKLINE ,BOSTON,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,Fenway
The Bittersweet Shoppe on Newbury,257 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/21/20 10:16,0,0,Back Bay
THE BLARNEY STONE,1505 DORCHESTER ,DORCHESTER,MA,2122,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,DORCHESTER
The Block,154 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,2/8/18 15:09,42.351717,-71.13146,Allston
THE BOSTON ICE CREAM FACTORY,777 William T Morrissey,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.294809,-71.048338,Dorchester
The Bostonian Boston - A Millennium Hotel,20 North,Boston,MA,2109,Active,FS,Eating & Drinking,12/7/06 13:34,42.360691,-71.056346,Downtown
The Bowery,2261 Dorchester,Dorchester,MA,2124,Active,FS,Eating & Drinking,6/22/18 12:05,0,0,Dorchester
The Boxer dba Finch,105 Merrimac,Boston,MA,2114,Active,FS,Eating & Drinking,7/25/12 10:13,42.363881,-71.062398,Downtown
THE BREAKFAST CLUB,270 WESTERN ,ALLSTON,MA,2134,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,ALLSTON
The Broadway Restaurant,732 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,3/6/17 10:23,42.335867,-71.036051,South Boston
The Bullpen,19 YAWKEY ,BOSTON,MA,2215,Active,FS,Eating & Drinking,12/7/06 13:33,0,0,Fenway
The Butcher Shop,552 Tremont,Roxbury,MA,2118,Active,FS,Eating & Drinking,12/7/06 13:35,42.34376,-71.07146,Back Bay
THE CAFE ON NEW CHARDON ST.,25 New Chardon,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.36211,-71.06174,Downtown
THE CATERED AFFAIR @ BOS. PUBLIC LIBRARY(T.O.),700 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/1/09 8:53,42.349231,-71.078658,Back Bay
The Causeway,65 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,4/30/13 12:39,42.364444,-71.062676,Downtown
THE CHARLES PLAYHOUSE,74 Warrenton,Boston,MA,2116,Active,FS,Eating & Drinking,2/28/07 19:40,42.349952,-71.066168,Downtown
The Cheesecake Factory,115 Huntington,Boston,MA,2199,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,Back Bay
The Circle Pizza & Tavern,354 Chestnut Hill,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/27/18 14:16,42.336889,-71.151504,Brighton
The Corner Pub of Chinatown,162 Lincoln,Boston,MA,2111,Active,FS,Eating & Drinking,6/26/08 11:17,42.350779,-71.058449,Downtown
The Corner Restaurant,156 Bunker Hill,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,12/12/17 10:19,42.378266,-71.060888,Charlestown
The Corner Tavern,421 Marlborough,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:34,42.35014,-71.08944,Back Bay
The Daily Catch,65 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,6/15/20 14:52,0,0,Downtown
The Delux Cafe,100 Chandler,Boston,MA,2116,Active,FS,Eating & Drinking,3/3/14 11:25,42.34626,-71.07288,Back Bay
the dorset,367 Neponset,Dorchester,MA,2122,Active,FS,Eating & Drinking,10/15/15 11:38,0,0,Dorchester
The Draft Bar & Grill,32 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,11/5/07 15:32,42.354873,-71.132348,Allston
THE ELEPHANT WALK,1415 Washington,Roxbury,MA,2118,Active,FS,Eating & Drinking,10/30/14 8:26,42.341226,-71.07053,South End
The Emory,21 Beacon,Boston,MA,2108,Active,FS,Eating & Drinking,10/16/19 8:23,0,0,Beacon Hill
The Farmacy,100 High,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,9/27/19 10:11,42.354448,-71.05536,Downtown
The Farmacy Cafe,19 Dry Dock,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,12/5/16 12:28,0,0,South Boston Waterfront
The Fed,250 Franklin,Boston,MA,2110,Active,FS,Eating & Drinking,4/28/21 11:29,42.35663,-71.054279,Downtown
THE FIELD HOUSE,100 Ashford,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.35459,-71.12367,Allston
The Fourth Wall,228 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,1/10/19 11:26,42.351346,-71.064584,Downtown
The Friendly Toast,35 Stanhope,Boston,MA,2116,Active,FS,Eating & Drinking,12/11/15 11:11,42.34851,-71.07325,Back Bay
THE GALLEY DINER,11 P STREET,SOUTH BOSTON,MA,2127,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,SOUTH BOSTON
The Ginger Man,148 State,Boston,MA,2109,Active,FS,Eating & Drinking,8/7/15 10:04,42.359387,-71.054174,Downtown
The Glenville Stops,85 Glenville,Allston,MA,2134,Active,FS,Eating & Drinking,9/4/13 10:27,42.34956,-71.13491,Allston
The Godfrey Hotel Boston,505 Washington,Boston,MA,2111,Active,FS,Eating & Drinking,10/8/15 9:07,0,0,Downtown
THE GOOD LIFE,28 Kingston,Boston,MA,2111,Active,FS,Eating & Drinking,12/7/06 13:36,42.35344,-71.05904,Downtown
The Greatest Bar,262 Friend,Boston,MA,2114,Active,FS,Eating & Drinking,2/26/09 13:26,42.364533,-71.061391,Downtown
The Halal Guys,137 Stuart,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,6/22/17 13:22,0,0,Back Bay
THE HARP,85 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:34,42.364591,-71.062338,Downtown
The Haven,401 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,3/4/10 10:57,0,0,Jamaica Plain
THE HILL TAVERN,228 Cambridge,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:34,42.360985,-71.06661,Beacon Hill
The Hopewell Bar & Kitchen,1277 Commonwealth,Allston,MA,2134,Active,FS,Eating & Drinking,8/31/12 9:58,42.34982,-71.13342,Allston
THE HUB PUB,18 Province,Boston,MA,2108,Active,FS,Eating & Drinking,12/7/06 13:34,42.357254,-71.05958,Downtown
The Hummus Republic,274 Franklin,Boston,MA,2110,Active,FS,Eating & Drinking,7/24/20 10:20,42.356987,-71.053538,Downtown
The Ice Creamsmith,2295 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,1/29/14 13:29,42.272411,-71.068217,Mattapan
THE IMPROV ASYLUM,216 Hanover,BOSTON,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,North End
The Industry,750 Adams,Boston,MA,2122,Active,FS,Eating & Drinking,1/6/17 11:12,0,0,Dorchester
The Inn @ St. Botolph,99 Saint Botolph,Boston,MA,2116,Active,FS,Eating & Drinking,9/23/08 10:01,42.345009,-71.080893,Back Bay
The Joint,605 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2/21/19 11:54,42.31478,-71.114279,Jamaica Plain
The Juice Box,359 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2/17/16 11:06,0,0,South Boston
The Juicery,58 Salem,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,1/16/18 11:13,0,0,North End
The Kenmore,476 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2/13/20 14:44,42.34854,-71.09385,Fenway
THE KINSALE IRISH PUB & REST.,1 CENTER PLAZA,BOSTON,MA,2108,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,Beacon Hill
The Landing,6 Long,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.36014,-71.050295,Downtown
The Langham Club,250 Franklin,Boston,MA,2110,Active,FS,Eating & Drinking,4/28/21 11:28,42.35663,-71.054279,Downtown
The Langham Hotel/Grana,250 Franklin,Boston,MA,2110,Active,FS,Eating & Drinking,4/28/21 11:21,42.35663,-71.054279,Downtown
The Lansdowne,9 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.347341,-71.095081,Fenway
THE LAST DROP,596 WASHINGTON,BRIGHTON,MA,2135,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,BRIGHTON
The Liberty Hotel,215 Charles,Boston,MA,2114,Active,FS,Eating & Drinking,12/13/13 14:50,42.36203,-71.070362,West End
