"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location","Neighbourhood"
"1892","I152106476",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11",462,"","12/24/15 21:00",2015,12,"Thursday",21,"Part Three","BOWDOIN ST",42.30030819,-71.07206425,"(42.30030819, -71.07206425)","Dorchester"
"16157","I152090632",3115,"Investigate Person","INVESTIGATE PERSON","D4",624,"","11/1/15 13:29",2015,11,"Sunday",13,"Part Three","BROOKLINE AVE",42.34680574,-71.09893987,"(42.34680574, -71.09893987)","Fenway"
"14408","I152092579",1830,"Drug Violation","DRUGS - SICK ASSIST - HEROIN","D4",165,"","11/7/15 17:22",2015,11,"Saturday",17,"Part Two","HARRISON AVE",42.34285014,-71.06516235,"(42.34285014, -71.06516235)","South End"
"24682","I152081367",613,"Larceny","LARCENY SHOPLIFTING","D14",804,"","9/30/15 9:20",2015,9,"Wednesday",9,"Part One","EVERETT ST",42.35595391,-71.13852468,"(42.35595391, -71.13852468)","Allston"
"6586","I152101306",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","A1",126,"","12/7/15 19:00",2015,12,"Monday",19,"Part One","CHARLES ST S",42.34908984,-71.06645768,"(42.34908984, -71.06645768)","Downtown"
"25216","I152080805",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","A1",64,"","9/28/15 14:25",2015,9,"Monday",14,"Part Three","BLOSSOM ST",42.36218849,-71.06698817,"(42.36218849, -71.06698817)","Downtown"
"17419","I152089237",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",165,"","10/25/15 0:00",2015,10,"Sunday",0,"Part One","HARRISON AVE",42.34285014,-71.06516235,"(42.34285014, -71.06516235)","South End"
"31773","I152073685",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","E18",528,"","9/4/15 20:42",2015,9,"Friday",20,"Part Three","SPRAGUE ST",42.23405146,-71.13882916,"(42.23405146, -71.13882916)","#N/A"
"46209","I152057773",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",300,"","7/12/15 20:50",2015,7,"Sunday",20,"Part Three","VALE ST",42.32198919,-71.09400837,"(42.32198919, -71.09400837)","Roxbury"
"44869","I152059224",1503,"Firearm Violations","WEAPON - OTHER - CARRYING / POSSESSING, ETC","A1",115,"","7/17/15 19:39",2015,7,"Friday",19,"Part Two","SOUTH ST",42.35110203,-71.05735186,"(42.35110203, -71.05735186)","Downtown"
"4450","I152103658",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","D4",171,"","12/16/15 8:00",2015,12,"Wednesday",8,"Part Three","HARRISON AVE",42.33555954,-71.07436364,"(42.33555954, -71.07436364)","Roxbury"
"36957","I152067936",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",182,"","8/16/15 19:00",2015,8,"Sunday",19,"Part Three","BURRELL ST",42.32388203,-71.06802956,"(42.32388203, -71.06802956)","Dorchester"
"5606","I152102370",2629,"Harassment","HARASSMENT","A7",26,"","12/11/15 17:37",2015,12,"Friday",17,"Part Two","BORDER ST",42.38229155,-71.04036424,"(42.38229155, -71.04036424)","East Boston"
"43933","I152060266",3207,"Property Found","PROPERTY - FOUND","A1",124,"","7/21/15 14:24",2015,7,"Tuesday",14,"Part Three","KNEELAND ST",42.35044939,-71.06087148,"(42.35044939, -71.06087148)","Chinatown"
"46998","I152056866",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","A7",33,"","7/10/15 7:38",2015,7,"Friday",7,"Part Two","COTTAGE ST",42.36742605,-71.03547266,"(42.36742605, -71.03547266)","East Boston"
"12132","I152095150",724,"Auto Theft","AUTO THEFT","A7",3,"","11/15/15 13:00",2015,11,"Sunday",13,"Part One","BENNINGTON ST",42.38932874,-70.99792776,"(42.38932874, -70.99792776)","East Boston"
"15086","I152091813",1402,"Vandalism","VANDALISM","B2",331,"","11/2/15 1:00",2015,11,"Monday",1,"Part Two","COLUMBIA RD",42.31323896,-71.06822206,"(42.31323896, -71.06822206)","Dorchester"
"6784","I152101082",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",269,"","11/11/15 12:00",2015,11,"Wednesday",12,"Part One","ALBANY ST",42.3315645,-71.07637911,"(42.33156450, -71.07637911)","Roxbury"
"39086","I152065586",2610,"Other","TRESPASSING","C6",214,"","8/8/15 14:54",2015,8,"Saturday",14,"Part Two","GOLD ST",42.33732455,-71.05130887,"(42.33732455, -71.05130887)","South Boston"
"19673","I152086810",1841,"Drug Violation","DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP","C6",172,"","10/19/15 12:45",2015,10,"Monday",12,"Part Two","MASSACHUSETTS AVE",42.33152148,-71.07085307,"(42.33152148, -71.07085307)","Roxbury"
"31882","I152073572",2647,"Other","THREATS TO DO BODILY HARM","C11",451,"","9/4/15 15:15",2015,9,"Friday",15,"Part Two","PARK ST",42.29549707,-71.07211394,"(42.29549707, -71.07211394)","Dorchester"
"43484","I152060764",1402,"Vandalism","VANDALISM","B2",326,"","7/22/15 21:30",2015,7,"Wednesday",21,"Part Two","FAYSTON ST",42.31341383,-71.07789593,"(42.31341383, -71.07789593)","Dorchester"
"50406","I152053008",3114,"Investigate Property","INVESTIGATE PROPERTY","A7",28,"","6/26/15 20:43",2015,6,"Friday",20,"Part Three","PARIS ST",42.37081805,-71.03929078,"(42.37081805, -71.03929078)","East Boston"
"475","I162002114",3501,"Missing Person Reported","MISSING PERSON","C11",257,"","12/31/15 12:00",2015,12,"Thursday",12,"Part Three","HANCOCK ST",42.31252055,-71.06434966,"(42.31252055, -71.06434966)","Dorchester"
"30705","I152074855",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C6",936,"","9/9/15 10:24",2015,9,"Wednesday",10,"Part Three","FLAHERTY WAY",42.33930487,-71.0552151,"(42.33930487, -71.05521510)","South Boston"
"24992","I152081037",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C6",179,"","9/22/15 9:10",2015,9,"Tuesday",9,"Part Three","MASSACHUSETTS AVE",42.332531,-71.07213,"(42.33253100, -71.07213000)","Roxbury"
"40355","I152064262",2405,"Disorderly Conduct","DISORDERLY CONDUCT","E5",735,"","8/4/15 4:25",2015,8,"Tuesday",4,"Part Two","CENTRE ST",42.28484835,-71.15663579,"(42.28484835, -71.15663579)","West Roxbury"
"30320","I152075262",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","E5",709,"","9/10/15 15:25",2015,9,"Thursday",15,"Part Three","CHURCHILL RD",42.27735306,-71.15590114,"(42.27735306, -71.15590114)","West Roxbury"
"10129","I152097303",613,"Larceny","LARCENY SHOPLIFTING","A1",105,"","11/23/15 18:54",2015,11,"Monday",18,"Part One","SUMMER ST",42.35521625,-71.06012863,"(42.35521625, -71.06012863)","Downtown"
"1846","I152106529",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",134,"","12/26/15 17:04",2015,12,"Saturday",17,"Part One","BOYLSTON ST",42.35095909,-71.0741278,"(42.35095909, -71.07412780)","Back Bay"
"6267","I152101641",3410,"Towed","TOWED MOTOR VEHICLE","E13",573,"","12/9/15 10:44",2015,12,"Wednesday",10,"Part Three","GLEN RD",42.30943548,-71.10456991,"(42.30943548, -71.10456991)","Jamaica Plain"
"48872","I152054731",801,"Simple Assault","ASSAULT - SIMPLE","A1",84,"","7/2/15 19:00",2015,7,"Thursday",19,"Part Two","HANOVER ST",42.36398795,-71.0542625,"(42.36398795, -71.05426250)","Downtown"
"16051","I152090754",3106,"Property Related Damage","PROPERTY - ACCIDENTAL DAMAGE","D4",903,"","11/1/15 20:57",2015,11,"Sunday",20,"Part Three","SHAWMUT AVE",42.33543394,-71.08076738,"(42.33543394, -71.08076738)","Roxbury"
"42518","I152061898",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2",909,"","7/26/15 23:26",2015,7,"Sunday",23,"Part Three","TREMONT ST",42.3346705,-71.088934,"(42.33467050, -71.08893400)","Roxbury"
"21592","I152084714",3410,"Towed","TOWED MOTOR VEHICLE","E5",941,"","10/12/15 4:10",2015,10,"Monday",4,"Part Three","ELVEN RD",42.2933885,-71.11989699,"(42.29338850, -71.11989699)","Jamaica Plain"
"27379","I152078452",2101,"Operating Under the Influence","OPERATING UNDER THE INFLUENCE ALCOHOL","E13",567,"","9/20/15 21:24",2015,9,"Sunday",21,"Part Two","FOREST HILLS ST",42.30887462,-71.10247235,"(42.30887462, -71.10247235)","Jamaica Plain"
"6162","I152101752",1843,"Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","D4",172,"","12/9/15 15:52",2015,12,"Wednesday",15,"Part Two","ALBANY ST",42.33568335,-71.07043382,"(42.33568335, -71.07043382)","Roxbury"
"41429","I152063067",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B3",466,"","7/30/15 22:04",2015,7,"Thursday",22,"Part One","BLUE HILL AVE",42.28428259,-71.09154921,"(42.28428259, -71.09154921)","#N/A"
"45578","I152058459",2610,"Other","TRESPASSING","E18",501,"","7/14/15 11:57",2015,7,"Tuesday",11,"Part Two","DESTEFANO RD",42.2836753,-71.11820356,"(42.28367530, -71.11820356)","Roslindale"
"23728","I152082381",3304,"Assembly or Gathering Violations","NOISY PARTY/RADIO-NO ARREST","E13",946,"","10/3/15 23:26",2015,10,"Saturday",23,"Part Three","METCALF CT",42.30536762,-71.115715,"(42.30536762, -71.11571500)","Jamaica Plain"
"48769","I152054840",724,"Auto Theft","AUTO THEFT","B2",324,"","7/3/15 7:06",2015,7,"Friday",7,"Part One","BROOKFORD ST",42.31840696,-71.0763541,"(42.31840696, -71.07635410)","Dorchester"
"45476","I152058567",724,"Auto Theft","AUTO THEFT","A7",28,"","7/15/15 18:19",2015,7,"Wednesday",18,"Part One","PARIS ST",42.37339168,-71.03647779,"(42.37339168, -71.03647779)","East Boston"
"48887","I152054717",2403,"Disorderly Conduct","DISTURBING THE PEACE","E18",498,"","6/29/15 19:05",2015,6,"Monday",19,"Part Two","HYDE PARK AVE",42.27380942,-71.11996035,"(42.27380942, -71.11996035)","#N/A"
"37493","I152067337",1810,"Drug Violation","DRUGS - SALE / MANUFACTURING","E18",493,"","8/14/15 16:45",2015,8,"Friday",16,"Part Two","",NA,NA,"(0.00000000, 0.00000000)","0"
"9582","I152097930",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B2",311,"","11/25/15 23:56",2015,11,"Wednesday",23,"Part Two","MAYWOOD ST",42.31785924,-71.0810356,"(42.31785924, -71.08103560)","Dorchester"
"1318","I152107120",3119,"Firearm Discovery","FIREARM/WEAPON - FOUND OR CONFISCATED","C11",355,"","12/28/15 20:48",2015,12,"Monday",20,"Part Three","GIBSON ST",42.29755533,-71.0597091,"(42.29755533, -71.05970910)","Dorchester"
"45609","I152058420",3205,"License Plate Related Incidents","M/V PLATES - LOST","B3",428,"","7/15/15 11:07",2015,7,"Wednesday",11,"Part Three","VERRILL ST",42.28164146,-71.08851499,"(42.28164146, -71.08851499)","Mattapan"
"8562","I152099056",2914,"Violations","VAL - OPERATING W/O AUTHORIZATION LAWFUL","E13",303,"","11/30/15 20:49",2015,11,"Monday",20,"Part Two","WALNUT PARK",42.31591905,-71.09691295,"(42.31591905, -71.09691295)","Roxbury"
"13031","I152094120",2003,"Offenses Against Child / Family","CHILD ENDANGERMENT (NO ASSAULT)","C11",332,"","11/12/15 20:30",2015,11,"Thursday",20,"Part Two","BELLEVUE ST",42.31212341,-71.06820729,"(42.31212341, -71.06820729)","Dorchester"
"50172","I152053241",3201,"Property Lost","PROPERTY - LOST","A1",105,"","6/27/15 15:35",2015,6,"Saturday",15,"Part Three","WASHINGTON ST",42.35545896,-71.06052398,"(42.35545896, -71.06052398)","Downtown"
"32139","I152073293",3125,"Warrant Arrests","WARRANT ARREST","B2",289,"","9/3/15 18:00",2015,9,"Thursday",18,"Part Three","MALCOLM X BLVD",42.33123776,-71.09140736,"(42.33123776, -71.09140736)","Roxbury"
"52917","I152049998",615,"Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","C6",915,"","6/15/15 21:00",2015,6,"Monday",21,"Part One","E NINTH ST",42.33214285,-71.05121359,"(42.33214285, -71.05121359)","South Boston"
"50342","I152053075",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","E5",556,"","6/27/15 3:05",2015,6,"Saturday",3,"Part One","SEYMOUR ST",42.28038583,-71.12287344,"(42.28038583, -71.12287344)","Roslindale"
"36666","I152068269",3115,"Investigate Person","INVESTIGATE PERSON","E5",710,"","8/18/15 1:23",2015,8,"Tuesday",1,"Part Three","HIGH VIEW AVE",42.26727913,-71.15200487,"(42.26727913, -71.15200487)","West Roxbury"
"53410","I142020701-00",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C11",337,"","10/14/15 1:00",2015,10,"Wednesday",1,"Part Two","COLUMBIA RD",42.30645148,-71.07730382,"(42.30645148, -71.07730382)","Dorchester"
"23067","I152083124",522,"Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","E18",490,"","10/2/15 23:00",2015,10,"Friday",23,"Part One","ANNAFRAN ST",42.27314233,-71.11067921,"(42.27314233, -71.11067921)","#N/A"
"51094","I152052235",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11",402,"","6/23/15 9:30",2015,6,"Tuesday",9,"Part Three","ASHMONT ST",42.28571034,-71.06432169,"(42.28571034, -71.06432169)","Dorchester"
"21805","I152084481",3402,"Service","ANIMAL INCIDENTS","",NA,"","10/11/15 3:52",2015,10,"Sunday",3,"Part Three","MONASTERY PATH",NA,NA,"(0.00000000, 0.00000000)","0"
"37431","I152067396",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11",337,"","8/14/15 20:15",2015,8,"Friday",20,"Part One","OLNEY ST",42.30512773,-71.07370747,"(42.30512773, -71.07370747)","Dorchester"
"10754","I152096628",3830,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PERSONAL INJURY","B2",315,"","11/21/15 9:42",2015,11,"Saturday",9,"Part Three","HOWLAND ST",42.31399987,-71.08880794,"(42.31399987, -71.08880794)","Roxbury"
"53015","I152049876",1874,"Drug Violation","DRUGS - OTHER","D4",161,"","6/16/15 11:05",2015,6,"Tuesday",11,"Part Two","TREMONT ST",42.34701666,-71.06886238,"(42.34701666, -71.06886238)","South End"
"47640","I152056108",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11",358,"","7/7/15 17:50",2015,7,"Tuesday",17,"Part Three","LARCHMONT ST",42.29703368,-71.06860662,"(42.29703368, -71.06860662)","Dorchester"
"6653","I152101223",3502,"Missing Person Located","MISSING PERSON - LOCATED","B3",455,"","12/7/15 20:20",2015,12,"Monday",20,"Part Three","NORWELL ST",42.30132851,-71.07870873,"(42.30132851, -71.07870873)","Dorchester"
"8944","I152098615",1501,"Firearm Violations","WEAPON - FIREARM - CARRYING / POSSESSING, ETC","C11",336,"","11/29/15 0:52",2015,11,"Sunday",0,"Part Two","NORTON ST",42.30626521,-71.06864556,"(42.30626521, -71.06864556)","Dorchester"
"4477","I152103623",3115,"Investigate Person","INVESTIGATE PERSON","B3",908,"","12/16/15 5:31",2015,12,"Wednesday",5,"Part Three","FRANKLIN HILL AVE",42.29490954,-71.09019249,"(42.29490954, -71.09019249)","#N/A"
"48876","I152054727",1849,"Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","A1",111,"","7/2/15 18:15",2015,7,"Thursday",18,"Part Two","BOYLSTON ST",42.35236776,-71.06454338,"(42.35236776, -71.06454338)","Downtown"
"47381","I152056397",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2",291,"","7/8/15 16:19",2015,7,"Wednesday",16,"Part Three","CEDAR ST",42.32814382,-71.09699557,"(42.32814382, -71.09699557)","Mission Hill"
"32024","I152073416",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",296,"","9/4/15 0:24",2015,9,"Friday",0,"Part Three","DUNREATH ST",42.32300514,-71.08081696,"(42.32300514, -71.08081696)","Dorchester"
"26469","I152079450",2662,"Ballistics","BALLISTICS EVIDENCE/FOUND","E13",577,"","9/24/15 7:30",2015,9,"Thursday",7,"Part Two","WASHINGTON ST",42.31408519,-71.09998685,"(42.31408519, -71.09998685)","Jamaica Plain"
"23337","I152082822",2610,"Other","TRESPASSING","A1",116,"","10/5/15 18:38",2015,10,"Monday",18,"Part Two","ESSEX ST",42.35255981,-71.06043207,"(42.35255981, -71.06043207)","Downtown"
"32011","I152073431",2403,"Disorderly Conduct","DISTURBING THE PEACE","B3",456,"","9/4/15 1:00",2015,9,"Friday",1,"Part Two","ELLINGTON ST",42.30154555,-71.08118184,"(42.30154555, -71.08118184)","Dorchester"
"47402","I152056374",1810,"Drug Violation","DRUGS - SALE / MANUFACTURING","D4",271,"","7/8/15 15:33",2015,7,"Wednesday",15,"Part Two","NORTHAMPTON ST",42.33463662,-71.07597593,"(42.33463662, -71.07597593)","Roxbury"
"12780","I152094409",3501,"Missing Person Reported","MISSING PERSON","B3",428,"","11/13/15 18:56",2015,11,"Friday",18,"Part Three","WOOLSON ST",42.2818866,-71.0908705,"(42.28188660, -71.09087050)","Mattapan"
"19507","I152086997",3125,"Warrant Arrests","WARRANT ARREST","C11",186,"","10/19/15 23:14",2015,10,"Monday",23,"Part Three","COLUMBIA RD",42.320483,-71.061514,"(42.32048300, -71.06151400)","Dorchester"
"2170","I152106137",361,"Robbery","ROBBERY - OTHER","E18",518,"","12/24/15 17:40",2015,12,"Thursday",17,"Part One","TRUMAN PKWY",42.24945777,-71.12293746,"(42.24945777, -71.12293746)","Hyde Park"
"6189","I152101728",1501,"Firearm Violations","WEAPON - FIREARM - CARRYING / POSSESSING, ETC","E5",729,"","12/9/15 15:18",2015,12,"Wednesday",15,"Part Two","VFW PKWY",42.28536992,-71.17244016,"(42.28536992, -71.17244016)","#N/A"
"38243","I152066520",3125,"Warrant Arrests","WARRANT ARREST","A1",102,"","8/11/15 20:57",2015,8,"Tuesday",20,"Part Three","TREMONT ST",42.35637531,-71.06213513,"(42.35637531, -71.06213513)","Downtown"
"24643","I152081406",1201,"Embezzlement","EMBEZZLEMENT","A1",106,"","8/28/15 17:00",2015,8,"Friday",17,"Part Two","FRANKLIN ST",42.35543089,-71.05767661,"(42.35543089, -71.05767661)","Downtown"
"40788","I152063793",3115,"Investigate Person","INVESTIGATE PERSON","E18",502,"","8/2/15 13:14",2015,8,"Sunday",13,"Part Three","HOLLY RD",42.2847479,-71.11714787,"(42.28474790, -71.11714787)","Roslindale"
"3307","I152104915",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B3",457,"","12/20/15 13:51",2015,12,"Sunday",13,"Part Two","MCLELLAN ST",42.2994619,-71.08360148,"(42.29946190, -71.08360148)","Dorchester"
"11551","I152095773",301,"Robbery","ROBBERY - STREET","B3",459,"","11/18/15 14:43",2015,11,"Wednesday",14,"Part One","SEAVER ST",42.30302875,-71.0807146,"(42.30302875, -71.08071460)","Dorchester"
"36501","I152068436",3115,"Investigate Person","INVESTIGATE PERSON","C11",249,"","8/18/15 16:01",2015,8,"Tuesday",16,"Part Three","SAXTON ST",42.31359091,-71.05432387,"(42.31359091, -71.05432387)","Dorchester"
"36479","I152068459",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","D14",820,"","8/18/15 17:55",2015,8,"Tuesday",17,"Part Three","CAMBRIDGE ST",42.35602999,-71.13132737,"(42.35602999, -71.13132737)","Allston"
"51620","I152051624",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","E5",561,"","6/22/15 13:30",2015,6,"Monday",13,"Part Two","RIDGE ST",42.28558754,-71.12081703,"(42.28558754, -71.12081703)","Roslindale"
"41778","I152062703",2403,"Disorderly Conduct","DISTURBING THE PEACE","D4",154,"","7/29/15 17:28",2015,7,"Wednesday",17,"Part Two","RUTLAND SQ",42.34188296,-71.07817738,"(42.34188296, -71.07817738)","South End"
"5864","I152102092",521,"Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","E13",648,"","12/10/15 17:40",2015,12,"Thursday",17,"Part One","CHILD ST",42.30695459,-71.11215963,"(42.30695459, -71.11215963)","Jamaica Plain"
"49843","I152053590",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","C11",461,"","6/28/15 23:31",2015,6,"Sunday",23,"Part Three","BOWDOIN AVE",42.30356909,-71.07753906,"(42.30356909, -71.07753906)","Dorchester"
"6608","I152101280",3830,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PERSONAL INJURY","D4",171,"","12/8/15 7:52",2015,12,"Tuesday",7,"Part Three"," ALBANY ST ",42.33361,-71.07337,"(42.33361000, -71.07337000)","Roxbury"
"19737","I152086740",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2",329,"","10/19/15 6:07",2015,10,"Monday",6,"Part Three","WASHINGTON ST",42.30576686,-71.08097517,"(42.30576686, -71.08097517)","Dorchester"
"36013","I152068988",2647,"Other","THREATS TO DO BODILY HARM","E13",303,"","8/20/15 14:30",2015,8,"Thursday",14,"Part Two","ERNST ST",42.31832089,-71.0993481,"(42.31832089, -71.09934810)","Jamaica Plain"
"2388","I152105906",3305,"Assembly or Gathering Violations","DEMONSTRATIONS/RIOT","B2",280,"","12/23/15 19:21",2015,12,"Wednesday",19,"Part Three","WASHINGTON ST",42.32925905,-71.08482402,"(42.32925905, -71.08482402)","Roxbury"
"22722","I152083474",619,"Larceny","LARCENY ALL OTHERS","C6",229,"","9/1/15 0:00",2015,9,"Tuesday",0,"Part One","I ST",42.33345312,-71.03990984,"(42.33345312, -71.03990984)","South Boston"
"19177","I152087345",3810,"Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING  BICYCLE - INJURY","B2",901,"","10/21/15 9:55",2015,10,"Wednesday",9,"Part Three","PARKER ST",42.33436843,-71.0953077,"(42.33436843, -71.09530770)","Roxbury"
"23075","I152083115",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11",336,"","10/6/15 17:17",2015,10,"Tuesday",17,"Part Three","INWOOD ST",42.30600611,-71.06929307,"(42.30600611, -71.06929307)","Dorchester"
"35136","I152069974",1001,"Counterfeiting","FORGERY / COUNTERFEITING","C11",336,"","8/23/15 19:14",2015,8,"Sunday",19,"Part Two","OLNEY ST",42.30545318,-71.06956313,"(42.30545318, -71.06956313)","Dorchester"
"3269","I152104960",3207,"Property Found","PROPERTY - FOUND","A1",77,"","12/20/15 17:42",2015,12,"Sunday",17,"Part Three","NEW SUDBURY ST",42.36183857,-71.05976489,"(42.36183857, -71.05976489)","Downtown"
"37437","I152067391",3115,"Investigate Person","INVESTIGATE PERSON","D4",167,"","8/14/15 21:38",2015,8,"Friday",21,"Part Three","HARRISON AVE",42.33954199,-71.06940877,"(42.33954199, -71.06940877)","Roxbury"
"21412","I152084906",2914,"Violations","VAL - OPERATING W/O AUTHORIZATION LAWFUL","B2",316,"","10/12/15 19:39",2015,10,"Monday",19,"Part Two","RUTHVEN ST",42.31410481,-71.09291975,"(42.31410481, -71.09291975)","Roxbury"
"16274","I152090491",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A7",24,"","11/1/15 1:56",2015,11,"Sunday",1,"Part Three","EUTAW ST",42.37885719,-71.0385555,"(42.37885719, -71.03855550)","East Boston"
"41007","I152063544",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",336,"","8/1/15 13:50",2015,8,"Saturday",13,"Part Three","OLNEY ST",42.30533347,-71.06874731,"(42.30533347, -71.06874731)","Dorchester"
"52134","I152050976",617,"Larceny","LARCENY THEFT FROM BUILDING","B2",279,"","6/19/15 21:10",2015,6,"Friday",21,"Part One","DUDLEY ST",42.32853529,-71.08213874,"(42.32853529, -71.08213874)","Roxbury"
"28417","I152077336",615,"Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","E13",579,"","9/17/15 7:16",2015,9,"Thursday",7,"Part One","CENTRE ST",42.32290252,-71.10220402,"(42.32290252, -71.10220402)","Jamaica Plain"
"1571","I152106847",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2",611,"","12/27/15 20:15",2015,12,"Sunday",20,"Part Three","MISSION PARK DR",42.3337825,-71.10934344,"(42.33378250, -71.10934344)","Mission Hill"
"36285","I152068672",706,"Auto Theft","AUTO THEFT - MOTORCYCLE / SCOOTER","D4",617,"","8/18/15 18:00",2015,8,"Tuesday",18,"Part One","HUNTINGTON AVE",42.33792266,-71.09526598,"(42.33792266, -71.09526598)","Roxbury"
"47983","I152055700",2906,"Violations","VAL - OPERATING UNREG/UNINS  CAR","C11",244,"","7/6/15 11:00",2015,7,"Monday",11,"Part Two","MAYFIELD ST",42.31650496,-71.05803929,"(42.31650496, -71.05803929)","Dorchester"
"50337","I152053080",2610,"Other","TRESPASSING","A1",111,"","6/27/15 3:02",2015,6,"Saturday",3,"Part Two","BOYLSTON ST",42.35236776,-71.06454338,"(42.35236776, -71.06454338)","Downtown"
"41844","I152062638",3207,"Property Found","PROPERTY - FOUND","D4",623,"","7/29/15 13:56",2015,7,"Wednesday",13,"Part Three","COMMONWEALTH AVE",42.34877575,-71.09606805,"(42.34877575, -71.09606805)","Fenway"
"41808","I152062674",3115,"Investigate Person","INVESTIGATE PERSON","C11",398,"","7/29/15 15:37",2015,7,"Wednesday",15,"Part Three","TALBOT AVE",42.29019621,-71.07159012,"(42.29019621, -71.07159012)","Dorchester"
"28794","I152076920",2007,"Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","B2",314,"","9/16/15 5:28",2015,9,"Wednesday",5,"Part Two","CRAWFORD ST",42.31499803,-71.09194485,"(42.31499803, -71.09194485)","Roxbury"
"34513","I152070661",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","A1",93,"","8/26/15 7:44",2015,8,"Wednesday",7,"Part Three","CONGRESS ST",42.36022275,-71.05713443,"(42.36022275, -71.05713443)","Downtown"
"21417","I152084898",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4",131,"","10/9/15 15:30",2015,10,"Friday",15,"Part One","BEACON ST",42.35451931,-71.07588082,"(42.35451931, -71.07588082)","Back Bay"
"22876","I152083316",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D14",795,"","10/7/15 10:58",2015,10,"Wednesday",10,"Part Three","BARROWS ST",42.35280917,-71.13816717,"(42.35280917, -71.13816717)","Allston"
"19483","I152087023",617,"Larceny","LARCENY THEFT FROM BUILDING","A1",109,"","10/20/15 7:00",2015,10,"Tuesday",7,"Part One","FRANKLIN ST",42.35633324,-71.05440282,"(42.35633324, -71.05440282)","Downtown"
"46823","I152057068",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","E13",573,"","7/6/15 12:00",2015,7,"Monday",12,"Part Two","UNION AVE",42.30800866,-71.1071816,"(42.30800866, -71.10718160)","Jamaica Plain"
"30875","I152074681",3201,"Property Lost","PROPERTY - LOST","C6",188,"","9/8/15 18:39",2015,9,"Tuesday",18,"Part Three","BOSTON ST",42.32332362,-71.06044008,"(42.32332362, -71.06044008)","Dorchester"
